image_path,category_id,category_name
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Caftan
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Cape
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Coat
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Coverup
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Dress
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Jumpsuit
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Kaftan
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Kimono
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Nightdress
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Onesie
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Robe
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Romper
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Shirtdress
img/Pintucked_Button-Down_Blouse/img_00000011.jpg,3,Sundress
img/Menagerie_Print_Tee/img_00000016.jpg,18,
img/Woven_Leggings/img_00000012.jpg,30,
img/High-Waisted_Cargo_Joggers/img_00000057.jpg,29,
img/Easy_Chino_Shorts/img_00000051.jpg,32,
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Caftan
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Cape
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Coat
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Coverup
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Dress
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Jumpsuit
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Kaftan
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Kimono
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Nightdress
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Onesie
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Robe
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Romper
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Shirtdress
img/Abstract_Print_Zipper_Blouse/img_00000093.jpg,3,Sundress
img/Floral_Lace-Paneled_Tee/img_00000021.jpg,18,
img/Chiffon-Paneled_Tank/img_00000016.jpg,17,
img/Layered_Eyelet_Dress/img_00000041.jpg,41,
img/Floral_Print_Racerback_Tank/img_00000004.jpg,17,
img/Paris_Graphic_Tee/img_00000063.jpg,18,
img/London_Calling_Knit_Tee/img_00000034.jpg,18,
img/Nautical-Striped_Cotton_Tee/img_00000034.jpg,18,
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Caftan
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Cape
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Coat
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Coverup
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Dress
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Jumpsuit
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Kaftan
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Kimono
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Nightdress
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Onesie
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Robe
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Romper
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Shirtdress
img/Pintucked_Chiffon_Blouse/img_00000023.jpg,3,Sundress
img/NYC_Tee/img_00000021.jpg,18,
img/Two-Tone_Open-Front_Cardigan/img_00000010.jpg,6,
img/The_Beatles_Muscle_Tee/img_00000043.jpg,18,
img/Southwestern_Print_Poncho/img_00000052.jpg,15,
img/Drop-Sleeve_V-Neck_Sweater/img_00000049.jpg,16,
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Caftan
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Cape
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Coat
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Coverup
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Dress
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Jumpsuit
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Kaftan
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Kimono
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Nightdress
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Onesie
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Robe
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Romper
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Shirtdress
img/Split-Back_Pleated_Blouse/img_00000115.jpg,3,Sundress
img/Fox_Print_Tee/img_00000056.jpg,18,
img/Oversized_High-Neck_Sweater/img_00000078.jpg,16,
img/Elephant_Print_Pocket_Tank/img_00000016.jpg,17,
img/Cable_Knit_Cardigan/img_00000086.jpg,6,
img/Snoopy_Print_Tee/img_00000038.jpg,18,
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Caftan
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Cape
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Coat
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Coverup
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Dress
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Jumpsuit
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Kaftan
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Kimono
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Nightdress
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Onesie
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Robe
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Romper
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Shirtdress
img/Cutout_Bow_Blouse/img_00000022.jpg,3,Sundress
img/Tie-Dye_Cover-Up_Skirt/img_00000003.jpg,33,
img/Paisley_Print_Buttoned_Tank/img_00000028.jpg,17,
img/LA_Longline_Baseball_Tee/img_00000005.jpg,18,
img/Sheer_Linen_Tank/img_00000018.jpg,17,
img/Floral-Embroidered_Halter_Romper/img_00000015.jpg,48,
img/Cami_Peplum_Top/img_00000039.jpg,19,
img/Lace_Shift_Dress/img_00000081.jpg,41,
img/Cotton-Blend_Henley/img_00000054.jpg,9,
img/Embroidered_Woven_Dress/img_00000053.jpg,41,
img/Mesh-Paneled_T-Shirt_Dress/img_00000001.jpg,41,
img/Colorblocked_Popover_Shirt_Dress/img_00000024.jpg,41,
img/Audrey_Graphic_Tee/img_00000049.jpg,18,
img/Textured_Baroque_Floral_Shorts/img_00000006.jpg,32,
img/Open-Back_Blouse/img_00000004.jpg,3,Caftan
img/Open-Back_Blouse/img_00000004.jpg,3,Cape
img/Open-Back_Blouse/img_00000004.jpg,3,Coat
img/Open-Back_Blouse/img_00000004.jpg,3,Coverup
img/Open-Back_Blouse/img_00000004.jpg,3,Dress
img/Open-Back_Blouse/img_00000004.jpg,3,Jumpsuit
img/Open-Back_Blouse/img_00000004.jpg,3,Kaftan
img/Open-Back_Blouse/img_00000004.jpg,3,Kimono
img/Open-Back_Blouse/img_00000004.jpg,3,Nightdress
img/Open-Back_Blouse/img_00000004.jpg,3,Onesie
img/Open-Back_Blouse/img_00000004.jpg,3,Robe
img/Open-Back_Blouse/img_00000004.jpg,3,Romper
img/Open-Back_Blouse/img_00000004.jpg,3,Shirtdress
img/Open-Back_Blouse/img_00000004.jpg,3,Sundress
img/Knotted_Lace_Tank/img_00000023.jpg,17,
img/Cropped_Faux_Fur_Jacket/img_00000032.jpg,11,
img/Destroyed_Denim_Shorts/img_00000044.jpg,32,
img/Tell_Me_I'm_Pretty_Graphic_Tee/img_00000067.jpg,18,
img/Draped_Tribal_Pattern_Cardigan/img_00000044.jpg,6,
img/Abstract_Paisley_Button-Down_Top/img_00000017.jpg,19,
img/Tribal_Print_Leggings/img_00000029.jpg,30,
img/Paisley_High-Slit_Maxi_Dress/img_00000025.jpg,41,
img/Collarless_A-Line_Boucl&eacute;_Coat/img_00000029.jpg,39,
img/Metallic_Wrap_Skirt/img_00000051.jpg,33,
img/Mesh_Panel_Tank/img_00000017.jpg,17,
img/Folk_Print_Linen_Skirt/img_00000018.jpg,33,
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Caftan
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Cape
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Coat
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Coverup
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Dress
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Jumpsuit
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Kaftan
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Kimono
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Nightdress
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Onesie
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Robe
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Romper
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Shirtdress
img/Polka_Dot_Cropped_Blouse/img_00000125.jpg,3,Sundress
img/Lace_Patterned_Sweater/img_00000036.jpg,16,
img/Dolman_Sleeve_Hoodie/img_00000066.jpg,10,
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Caftan
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Cape
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Coat
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Coverup
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Dress
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Jumpsuit
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Kaftan
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Kimono
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Nightdress
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Onesie
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Robe
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Romper
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Shirtdress
img/Cap-Sleeved_Lace_Blouse/img_00000027.jpg,3,Sundress
img/Layered_Woven_Romper/img_00000020.jpg,48,
img/Ruffled_Cami_Dress/img_00000041.jpg,41,
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Caftan
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Cape
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Coat
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Coverup
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Dress
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Jumpsuit
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Kaftan
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Kimono
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Nightdress
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Onesie
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Robe
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Romper
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Shirtdress
img/Textured_High-Neck_Blouse/img_00000037.jpg,3,Sundress
img/Geo_Print_Dolman_Tee/img_00000029.jpg,18,
img/Waffle_Knit_Turtleneck_Sweater/img_00000032.jpg,16,
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Capris
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Chinos
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Culottes
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Cutoffs
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Gauchos
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Jeans
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Jeggings
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Jodhpurs
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Joggers
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Leggings
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Sarong
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Shorts
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Skirt
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Sweatpants
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Sweatshorts
img/Classic_Single-Button_Blazer/img_00000101.jpg,2,Trunks
img/Abstract_Chevron_Surplice_Dress/img_00000022.jpg,41,
img/Perfect_Pleats_Shift_Dress/img_00000044.jpg,41,
img/Woven_Ruffle_Cami_Jumpsuit/img_00000042.jpg,42,
img/Tonal-Topstitched_Skinny_Jeans/img_00000002.jpg,26,
img/LEEF_PARIS_Holographic_Faux_Leather-Paneled_Tee/img_00000017.jpg,18,
img/Slub_Knit_Pocket_Tee/img_00000037.jpg,18,
img/Athletic_Training_Tank/img_00000052.jpg,17,
img/Crepe_Pencil_Skirt/img_00000035.jpg,33,
img/Classic_Crew_Neck_Tee/img_00000053.jpg,18,
img/Giraffe_Print_Shorts/img_00000008.jpg,32,
img/Nautical_Striped_Sweater/img_00000059.jpg,16,
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Caftan
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Cape
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Coat
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Coverup
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Dress
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Jumpsuit
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Kaftan
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Kimono
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Nightdress
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Onesie
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Robe
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Romper
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Shirtdress
img/Abstract_Print_Lace-Paneled_Blouse/img_00000075.jpg,3,Sundress
img/On_The_Range_T-Shirt_Dress/img_00000015.jpg,41,
img/Tribal_Print_Cutout_Back_Dress/img_00000031.jpg,41,
img/Ombr&eacute;_Tank/img_00000034.jpg,17,
img/Shimmering_High-Waist_Leggings/img_00000026.jpg,30,
img/Striped_Bodycon_Skirt/img_00000008.jpg,33,
img/Essential_Draped_Cardigan/img_00000016.jpg,6,
img/Zippered_Crew_Neck_Sweater/img_00000029.jpg,16,
img/Chiffon-Paneled_Colorblock_Top/img_00000028.jpg,19,
img/Fair_Isle_Crew_Neck_Sweater/img_00000059.jpg,16,
img/Daisy_Cap-Sleeved_Dress/img_00000057.jpg,41,
img/Beaded_Collar_Shift_Dress/img_00000011.jpg,41,
img/Denim_Hoodie_Jacket/img_00000062.jpg,11,
img/Rose-Patterned_Bodycon_Dress/img_00000001.jpg,41,
img/Faux_Shearling_Collar_Marled_Jacket/img_00000037.jpg,11,
img/Hooded_Woven_Jacket/img_00000007.jpg,11,
img/Beaded_Trim_Mini_Skirt/img_00000019.jpg,33,
img/Striped_Box-Pleated_Skirt/img_00000007.jpg,33,
img/Kiss_Me_Raglan_Tee/img_00000046.jpg,18,
img/Linen-Blend_Drawstring_Shorts/img_00000018.jpg,32,
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Caftan
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Cape
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Coat
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Coverup
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Dress
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Jumpsuit
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Kaftan
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Kimono
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Nightdress
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Onesie
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Robe
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Romper
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Shirtdress
img/Sleek_Woven_Pocket_Blouse/img_00000096.jpg,3,Sundress
img/Textured_Floral_Pattern_Skirt/img_00000014.jpg,33,
img/Cuffed_Mineral_Wash_Tee/img_00000035.jpg,18,
img/Abstract_Print_Surplice_Romper/img_00000013.jpg,48,
img/Southwestern-Inspired_Poncho/img_00000038.jpg,15,
img/Striped_Heathered_Tee/img_00000003.jpg,18,
img/Luxe_Voyager_Shorts/img_00000006.jpg,32,
img/Abstract_Print_Trapeze_Dress/img_00000031.jpg,41,
img/Long_Crew_Neck_Tee/img_00000012.jpg,18,
img/Diamond-Quilted_Sweatshorts/img_00000019.jpg,35,
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Caftan
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Cape
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Coat
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Coverup
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Dress
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Jumpsuit
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Kaftan
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Kimono
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Nightdress
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Onesie
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Robe
img/Petal-Sleeved_Blouse/img_00000046.jpg,3,Romper
